854 2520
218 425 677
57 355 989
167 401 444
567 69 356
443 99 63
488 507 267
245 698 548
265 616 412
419 760 508
579 140 631
526 168 619
62 536 677
386 533 843
650 144 145
183 682 537
738 43 516
491 346 430
45 51 714
204 694 43
267 482 207
845 825 223
187 776 209
488 773 537
48 179 312
346 430 251
809 63 426
180 19 409
752 173 383
322 228 683
724 465 877
468 853 78
648 808 667
851 33 389
838 522 446
837 427 694
331 787 978
608 642 283
426 364 857
86 216 511
627 595 504
767 286 801
465 646 158
418 453 308
623 337 582
743 153 328
326 72 832
211 578 637
303 515 257
753 736 40
420 19 447
449 228 504
266 68 834
454 771 286
580 8 390
765 780 406
806 220 193
256 316 841
11 436 881
20 259 222
703 478 113
355 529 211
619 339 245
765 22 562
68 437 875
770 780 244
480 148 307
263 684 308
332 772 320
677 738 436
320 708 407
290 636 642
546 605 24
114 34 271
492 816 204
496 304 914
664 196 498
794 775 822
333 742 943
670 827 718
487 216 239
372 342 179
702 244 368
690 254 924
54 747 986
107 591 682
2 628 148
323 840 817
166 158 902
332 259 970
461 1 117
811 222 568
323 612 856
356 196 236
808 76 289
34 809 290
34 558 554
801 85 797
650 633 54
519 459 410
517 591 636
673 378 709
72 449 102
33 820 147
179 812 389
104 739 466
206 175 937
179 621 888
124 242 796
176 335 825
80 315 9
9 754 592
475 744 862
751 337 137
676 269 519
822 560 687
456 488 922
197 575 213
526 79 453
104 291 818
658 42 36
702 639 937
500 364 84
436 125 607
719 145 45
159 57 968
7 811 381
25 23 613
836 828 131
731 234 729
21 431 711
596 727 600
575 375 57
516 545 123
564 85 941
299 324 396
170 112 962
366 715 242
194 727 230
162 179 888
124 47 439
403 107 222
222 661 794
450 384 574
83 363 145
49 710 915
219 264 998
283 605 771
663 241 759
149 165 766
5 507 213
847 261 666
78 669 183
391 70 991
667 192 425
848 535 257
128 703 560
15 373 95
163 684 696
732 547 207
693 526 281
98 507 645
405 295 809
211 244 249
734 125 409
848 687 810
109 352 884
256 539 646
391 96 887
562 395 54
186 811 316
832 346 495
819 439 576
645 348 9
240 782 707
738 85 550
437 794 79
445 547 817
4 309 296
244 475 33
56 551 244
733 416 729
575 521 456
510 852 527
599 352 333
242 187 43
502 560 452
234 157 648
68 225 675
414 282 171
573 455 61
345 214 479
67 127 292
272 336 176
665 322 444
609 421 990
789 184 6
206 727 682
94 507 843
355 395 968
251 511 10
309 307 328
439 631 651
336 647 414
676 736 815
90 336 693
766 103 827
520 705 101
202 650 179
292 675 749
793 203 469
134 495 263
67 287 171
191 172 165
615 253 500
811 452 702
724 826 468
414 626 623
260 383 813
657 519 855
592 523 264
243 102 651
119 330 930
685 4 575
184 197 110
177 598 212
405 490 949
460 739 630
215 564 85
357 202 327
624 749 486
559 235 972
421 29 134
373 220 298
571 225 375
696 9 214
410 626 230
457 446 918
849 593 726
852 39 153
382 724 291
48 585 816
185 367 895
610 103 248
762 848 203
786 422 404
207 77 760
178 131 497
195 297 83
453 606 488
2 845 862
823 177 872
468 744 422
791 854 792
790 433 387
627 644 916
713 570 758
364 321 752
559 274 620
695 643 539
784 827 346
368 287 787
30 460 346
789 4 524
796 828 873
162 648 472
113 702 829
608 587 828
71 157 266
233 588 239
784 181 772
666 243 171
707 138 535
681 468 180
139 749 125
580 699 285
636 592 689
253 414 772
6 558 394
190 199 833
493 605 187
509 764 118
523 77 467
171 796 912
643 541 352
166 337 616
529 393 918
183 777 125
491 210 646
82 340 182
291 329 1
134 185 943
675 468 479
36 682 577
716 750 848
505 722 227
118 121 784
301 742 104
277 102 309
746 132 93
270 337 305
339 502 460
415 321 226
248 563 877
761 776 455
97 413 433
500 537 7
719 744 190
160 266 879
564 790 443
455 202 561
766 458 642
304 432 618
507 153 11
813 428 896
727 689 505
238 843 173
621 538 119
283 476 647
140 443 284
456 732 1000
219 652 862
658 541 650
758 22 224
443 481 757
53 169 324
446 611 657
278 739 376
456 383 706
252 694 8
822 672 289
742 717 617
385 824 599
134 106 961
702 12 920
360 85 143
331 387 842
490 820 764
297 809 557
128 787 177
477 107 836
489 580 360
609 397 404
95 618 705
335 74 312
398 280 688
501 813 194
742 790 401
843 816 306
836 131 146
638 742 577
97 783 618
215 25 883
670 417 869
141 637 103
842 511 106
135 723 884
446 725 54
526 713 105
192 234 858
601 699 160
797 731 751
701 74 567
630 112 525
653 195 535
607 757 974
722 531 147
680 44 845
795 224 364
377 117 407
405 147 860
43 682 537
804 27 76
105 16 572
699 29 411
65 670 290
213 233 960
751 71 26
263 116 538
274 439 838
221 709 163
158 747 761
627 827 993
697 150 19
767 9 669
440 31 754
721 831 249
493 281 717
435 686 803
263 71 208
649 434 416
382 54 122
209 789 632
168 211 267
280 365 393
415 298 17
594 209 147
176 744 351
809 396 587
584 93 150
331 414 825
663 367 951
285 165 233
217 104 751
387 366 66
387 464 874
786 611 883
381 322 977
602 522 521
265 286 338
35 652 969
503 122 64
713 809 377
483 766 928
222 163 484
658 654 342
223 689 819
717 529 403
542 104 332
377 224 500
489 165 209
212 114 519
429 239 408
392 320 246
774 9 925
217 176 591
606 464 451
787 197 745
521 594 432
39 111 150
511 414 718
302 221 146
166 314 992
697 565 245
409 471 772
176 518 243
117 659 597
343 529 847
476 376 17
779 539 630
417 653 646
642 291 918
108 461 33
537 612 525
608 316 401
293 60 196
290 578 151
129 73 413
773 828 473
41 641 233
733 29 190
843 548 90
309 467 448
308 823 784
290 436 352
8 218 170
333 510 795
14 572 334
459 831 303
190 584 33
129 611 986
720 834 700
545 846 433
353 343 362
43 17 426
776 580 673
307 818 603
50 409 305
252 2 264
322 693 886
684 750 350
111 792 94
89 803 952
288 280 625
300 249 62
112 182 78
603 329 7
739 406 180
270 141 736
99 22 364
697 17 190
756 94 996
685 328 788
634 516 888
729 734 413
545 623 367
713 587 614
320 442 288
453 651 767
312 190 646
362 26 729
728 57 154
108 336 139
840 469 950
241 34 244
244 405 494
265 70 60
540 343 328
378 731 601
721 426 918
455 416 545
112 24 189
681 143 523
395 478 399
265 435 145
235 543 736
40 818 967
644 643 646
633 714 655
541 799 401
527 235 470
682 423 177
759 517 999
58 228 17
345 161 634
535 364 32
570 184 426
90 325 652
284 750 132
809 562 531
206 446 259
792 647 420
511 370 918
139 219 581
705 847 655
557 313 788
10 61 514
120 655 981
584 577 264
501 169 873
743 490 653
339 309 563
224 387 758
584 320 924
66 527 833
272 462 168
771 611 246
739 448 741
628 425 352
554 595 967
808 271 996
434 815 543
694 795 299
836 571 289
558 329 919
393 118 131
144 529 318
636 305 697
607 345 467
13 153 24
589 712 838
721 414 702
587 202 323
772 267 182
312 497 355
684 351 652
202 698 600
391 564 805
189 250 979
36 515 904
613 819 726
285 306 806
682 310 622
714 417 123
336 83 593
412 54 976
330 344 634
772 370 345
312 789 615
25 624 952
410 585 133
581 117 696
833 288 90
362 188 983
248 541 63
669 233 712
539 49 357
261 825 753
255 519 162
715 151 853
733 94 777
337 302 51
469 509 647
328 815 562
849 503 893
393 494 988
851 257 904
285 385 835
568 725 359
830 315 457
17 615 582
795 606 194
780 258 726
109 447 189
753 17 343
328 589 496
175 847 626
658 715 520
806 782 96
236 157 207
342 366 485
600 505 325
439 20 699
100 69 489
624 798 897
812 749 147
543 161 475
686 492 598
613 848 272
728 588 6
131 438 573
175 390 34
397 823 706
322 110 53
305 114 360
263 790 321
434 59 189
674 662 935
246 33 973
292 548 433
39 579 648
77 254 593
670 363 706
554 740 185
487 707 514
463 592 308
389 724 711
710 372 574
54 754 675
840 355 258
40 729 701
92 673 15
727 51 322
233 89 607
48 215 10
133 629 787
727 111 143
465 502 870
126 830 938
52 636 789
400 482 306
251 831 311
107 46 355
460 165 950
501 265 168
147 347 51
418 168 42
677 304 626
157 549 708
434 800 186
578 471 614
433 290 770
51 338 191
526 632 793
603 550 498
790 273 184
258 366 232
59 582 994
838 45 757
420 511 827
559 166 925
112 779 447
217 801 196
263 655 963
278 838 299
206 139 6
562 574 739
495 258 986
528 308 824
304 797 645
434 701 196
808 157 878
278 23 869
374 528 135
638 15 970
16 818 274
780 290 609
710 252 278
627 624 159
268 501 302
516 191 678
756 722 452
801 248 159
540 122 401
76 749 117
768 727 812
418 691 637
16 753 103
849 160 590
570 775 167
140 666 358
170 2 379
368 194 125
182 652 869
20 435 494
72 644 270
79 311 545
541 415 264
171 791 92
350 787 680
170 251 296
123 441 20
658 262 904
29 283 793
483 609 92
777 101 990
1 257 430
377 822 298
523 567 641
480 785 281
629 682 211
135 291 93
767 413 752
771 128 771
430 307 346
369 192 642
3 597 35
792 201 604
152 629 127
127 844 449
205 61 783
575 854 843
537 816 641
71 46 801
694 147 371
398 519 294
405 797 960
680 852 115
664 20 525
146 358 673
676 663 582
36 559 751
514 837 906
106 736 98
813 477 189
402 368 862
271 648 518
218 509 476
300 135 903
44 302 26
546 544 349
275 442 342
298 521 201
136 532 774
212 544 741
153 66 730
514 200 301
811 367 348
545 123 358
789 27 282
162 761 75
496 784 133
103 706 306
756 683 390
135 323 390
280 379 154
619 541 557
78 114 842
247 468 164
140 170 762
220 660 369
259 64 932
385 602 110
384 186 829
107 747 252
68 695 966
699 632 473
686 94 172
213 597 341
366 586 936
788 849 511
475 437 345
412 313 13
175 675 706
271 602 896
512 560 451
579 578 913
810 685 372
805 713 678
90 202 322
118 192 492
411 679 597
587 583 873
21 420 850
57 470 883
468 525 790
561 131 162
643 684 351
276 497 974
106 310 695
498 633 48
630 801 952
771 837 627
428 170 802
150 9 858
554 178 684
225 304 764
328 377 860
87 247 707
577 735 532
800 730 132
791 11 905
85 210 718
798 576 832
662 7 901
468 212 499
454 144 538
534 707 668
306 140 832
392 302 2
180 87 846
302 541 749
335 755 916
82 329 430
431 163 497
611 663 135
531 400 777
667 737 520
565 343 740
772 695 879
624 244 956
461 402 628
628 500 818
368 682 709
94 476 6
844 131 538
597 769 27
277 295 983
603 306 481
127 323 469
10 514 284
395 593 738
531 634 265
609 847 926
184 172 767
477 83 505
791 753 92
313 392 575
523 101 65
711 414 620
830 312 758
850 95 150
479 818 15
293 535 789
728 619 124
754 446 140
92 93 663
70 549 751
552 283 292
848 187 963
336 437 877
212 744 831
792 187 376
508 394 575
660 223 753
93 497 715
675 367 880
57 371 664
222 547 231
706 47 851
783 575 297
101 664 922
147 535 119
76 210 330
158 108 738
564 425 392
741 707 264
99 702 718
584 123 854
843 378 904
208 807 255
140 492 114
719 396 259
351 384 856
837 838 147
787 537 959
626 283 59
322 539 217
383 512 655
738 432 31
167 644 88
841 541 451
536 201 116
288 608 774
527 690 558
11 819 980
80 284 385
564 697 550
428 69 528
328 798 754
71 364 762
311 600 300
473 596 953
119 642 389
514 396 984
687 786 326
776 332 645
702 102 300
306 644 79
435 16 363
194 531 444
397 652 316
553 411 993
181 585 445
6 522 382
800 563 933
782 109 408
466 189 198
346 380 203
432 115 623
488 806 212
19 665 47
804 791 589
470 215 282
143 510 817
691 517 979
650 395 667
6 379 373
187 216 51
613 567 549
165 59 773
703 384 738
353 280 694
474 668 796
700 8 945
348 681 397
347 390 726
812 388 312
846 556 587
564 191 782
836 838 154
42 398 888
145 398 4
453 794 587
209 5 776
246 574 959
78 205 109
706 755 365
541 479 564
841 268 265
374 576 517
617 454 670
677 425 709
253 466 723
169 206 8
375 666 797
763 772 750
179 123 766
343 235 980
453 40 937
673 819 816
698 227 706
647 728 313
576 768 844
300 660 317
571 392 287
810 86 13
101 389 849
200 359 689
220 75 894
276 712 996
712 485 626
327 91 568
723 835 852
613 139 665
596 188 926
720 33 502
634 689 892
623 63 594
761 564 500
277 835 403
128 609 623
10 808 601
777 242 567
629 206 532
697 724 951
682 546 171
730 519 623
438 219 68
610 178 112
37 170 805
321 400 253
264 588 479
164 327 265
656 638 634
553 522 43
151 269 277
635 703 570
781 121 355
407 552 560
308 58 374
493 77 224
423 226 517
112 120 644
60 557 64
344 217 317
783 506 820
408 45 3
744 259 665
568 121 105
335 49 524
514 595 10
771 180 864
118 532 655
165 746 764
277 527 16
618 406 931
70 105 372
196 449 255
799 178 202
781 570 543
31 63 108
303 347 910
8 507 301
589 251 60
221 791 97
228 618 938
92 773 802
469 124 853
438 190 59
724 83 340
544 181 140
97 740 425
759 226 450
702 360 344
196 325 280
163 146 980
542 263 349
621 639 456
343 174 350
292 519 801
660 286 83
379 683 675
48 580 444
536 661 613
658 413 157
621 494 884
750 472 663
467 756 743
647 230 208
795 68 749
612 595 310
658 55 369
651 844 563
65 57 615
591 435 881
616 525 206
488 395 500
62 497 328
49 587 14
403 450 516
34 354 702
321 322 587
308 503 200
21 124 407
77 421 80
139 591 309
124 497 154
536 361 796
678 194 245
700 562 670
358 360 683
180 299 856
790 588 171
231 612 637
168 639 829
232 576 873
494 798 518
766 794 570
199 758 552
742 842 410
372 687 486
103 458 204
549 639 527
690 551 860
299 571 506
603 777 767
145 261 170
76 240 933
127 432 476
665 620 808
436 309 297
292 149 688
366 118 799
279 725 564
89 335 611
666 192 520
627 661 616
688 10 586
218 628 822
346 114 582
235 760 666
405 504 513
349 290 97
16 752 771
844 843 781
579 805 687
251 351 244
765 87 718
47 265 309
516 326 427
428 287 509
228 277 120
680 630 842
789 98 392
44 251 551
674 451 184
130 89 29
544 190 97
725 363 958
227 516 43
24 553 705
441 180 9
189 792 691
314 822 14
392 261 615
805 612 367
720 297 186
395 816 472
654 404 305
570 773 691
815 341 176
820 478 299
380 539 964
221 367 968
270 595 508
488 307 603
389 664 809
362 276 383
408 827 878
57 846 726
164 368 466
500 773 104
78 96 908
596 245 610
811 128 357
322 615 28
14 299 201
440 713 758
585 300 470
634 498 40
193 427 45
138 82 202
354 235 779
504 566 756
652 106 247
754 427 258
293 103 555
65 690 202
138 211 902
590 556 474
415 214 196
546 195 657
83 20 868
475 93 372
31 669 18
209 153 898
716 842 298
333 160 250
692 174 896
126 694 611
562 409 785
549 792 957
852 206 806
106 582 265
622 471 397
188 819 814
442 279 215
42 402 566
222 35 444
255 831 679
790 29 158
90 351 870
281 594 198
688 731 175
839 827 577
223 225 58
705 800 981
373 630 579
758 542 462
160 186 342
818 377 696
63 271 693
638 369 803
348 799 712
844 714 203
57 618 183
414 57 199
657 421 883
825 334 293
629 129 420
34 6 191
529 595 231
378 617 951
134 638 918
226 319 596
636 145 363
229 846 647
615 319 75
177 170 532
596 155 989
132 155 134
543 561 892
557 381 357
657 175 292
267 429 413
110 101 291
269 231 822
494 528 666
768 794 189
424 192 957
95 796 471
510 157 163
440 613 767
775 404 97
834 801 121
181 609 139
308 708 711
98 543 274
432 496 638
469 621 23
226 14 851
790 830 140
331 110 384
154 382 453
105 275 863
143 445 715
159 396 345
822 653 91
702 594 564
14 122 475
71 329 876
666 552 831
256 595 442
555 772 779
700 505 657
767 22 422
820 420 19
509 147 99
189 182 694
94 218 584
429 554 39
437 532 222
150 427 424
678 556 290
636 128 517
676 467 803
8 682 481
45 94 243
736 450 527
318 539 67
254 153 671
231 194 274
535 542 547
149 246 920
803 564 955
359 339 415
644 175 660
736 298 509
194 488 662
741 93 904
93 60 650
251 298 918
302 86 874
67 608 640
661 445 222
251 658 462
624 200 76
453 612 154
720 220 664
737 157 181
763 279 417
713 660 405
458 616 919
296 198 995
706 393 832
22 347 347
732 78 771
679 354 345
623 103 827
320 225 32
814 691 140
239 562 818
61 535 197
683 754 611
412 109 755
635 33 621
580 255 687
197 845 841
345 224 182
537 851 931
432 88 661
756 802 228
91 23 421
401 730 15
31 699 829
84 700 643
366 196 981
415 453 593
370 685 318
455 393 955
391 839 326
668 844 763
724 372 509
409 467 614
90 561 961
530 341 612
791 274 262
555 420 147
279 359 783
507 23 576
420 809 37
289 416 378
399 339 633
153 625 910
403 207 566
544 576 23
850 179 7
503 422 776
820 564 415
471 149 80
583 148 830
448 233 114
70 446 778
829 412 114
584 714 246
378 503 255
322 237 772
289 806 398
342 574 131
469 471 643
541 94 673
563 51 441
314 466 581
809 52 866
146 712 262
653 473 10
811 800 232
78 779 701
594 837 507
791 226 923
838 669 113
684 378 137
373 440 180
302 407 716
818 237 61
692 57 774
598 721 349
648 662 475
488 299 118
573 60 163
786 684 967
462 150 598
543 387 634
113 751 152
27 718 760
336 474 404
829 757 21
441 55 599
726 367 479
379 246 780
56 717 283
620 146 318
398 222 890
668 136 12
254 42 699
661 339 400
152 792 314
562 73 772
708 727 140
836 165 822
273 452 565
156 585 998
715 507 881
407 359 708
559 449 856
395 9 796
513 463 226
499 658 857
487 182 570
536 18 470
284 210 483
94 653 623
544 331 330
7 343 191
763 165 367
359 430 504
504 792 4
185 230 322
635 506 944
799 547 309
40 519 198
578 846 856
821 772 55
611 181 802
785 460 7
119 130 861
700 685 842
343 23 97
255 852 162
714 125 115
69 113 347
707 817 435
127 759 976
502 570 472
179 572 754
696 223 507
250 752 262
568 671 643
757 427 767
309 748 435
775 154 115
11 771 715
434 667 749
228 679 897
710 765 777
813 343 807
397 838 172
701 195 73
470 219 266
794 372 102
19 315 81
730 502 921
158 417 905
846 537 240
514 272 242
423 742 860
618 383 732
530 472 966
509 783 449
132 313 659
797 726 750
389 3 727
475 631 518
194 248 839
580 224 775
206 43 486
152 770 721
422 607 58
797 278 873
370 144 454
854 697 150
274 28 868
522 327 209
526 576 724
588 429 216
219 444 11
333 618 761
66 851 135
261 352 24
443 165 526
299 233 261
476 488 421
455 462 710
759 662 24
403 736 121
844 779 838
41 345 700
708 642 644
480 473 231
250 474 789
780 807 259
328 555 579
201 475 57
318 757 761
640 186 906
144 356 265
663 274 396
210 202 755
356 148 602
238 212 735
314 73 398
504 392 197
208 661 53
90 258 388
638 384 335
721 235 666
3 743 537
416 656 582
369 353 899
211 26 715
497 634 488
451 731 481
101 317 640
671 498 134
542 444 835
568 779 303
199 789 401
472 20 862
491 758 119
251 306 943
495 33 545
159 364 732
782 350 864
825 772 913
786 664 192
588 137 117
180 482 152
745 14 350
102 20 449
212 818 867
529 27 146
841 409 306
94 606 473
814 604 436
127 826 36
334 561 851
200 573 668
422 471 462
276 193 992
153 48 1000
14 590 762
372 685 538
380 7 928
402 580 449
580 62 998
174 521 311
652 529 459
405 144 204
29 283 923
811 412 539
35 702 615
807 254 98
475 820 335
590 543 708
601 136 709
741 790 781
161 217 264
305 560 525
504 748 373
27 550 550
585 590 17
590 845 603
533 349 779
228 209 228
27 403 654
725 432 853
20 514 60
749 357 288
236 643 475
154 192 316
182 682 624
438 136 295
407 91 908
259 563 913
91 566 890
59 464 916
607 280 488
119 516 538
724 536 181
758 79 216
106 747 765
540 623 389
355 303 76
75 24 72
642 681 557
335 604 92
367 187 788
414 367 761
543 164 529
836 762 642
71 471 687
846 551 56
789 205 462
2 167 214
430 109 59
105 755 366
273 341 886
84 67 139
320 33 991
467 419 235
502 846 144
548 749 183
160 372 111
102 72 154
214 165 318
763 810 629
137 495 979
87 849 179
74 578 744
212 1 504
695 7 725
274 246 465
210 575 670
663 605 611
559 78 491
69 545 413
103 737 764
629 492 605
452 395 240
597 784 275
629 100 497
415 851 458
417 323 126
220 300 783
184 570 350
555 749 351
193 158 407
318 579 253
436 664 969
5 626 371
824 193 321
49 436 179
340 257 208
569 706 973
570 338 842
610 393 965
70 384 432
587 460 651
149 128 843
590 16 213
655 579 37
306 378 788
395 754 281
76 2 407
9 322 932
473 850 105
542 638 108
404 650 764
368 626 908
462 776 576
149 456 761
8 236 984
694 405 849
697 54 915
272 846 192
333 443 860
666 658 727
561 608 147
796 714 192
579 47 348
153 802 957
88 606 999
648 765 89
697 310 965
820 678 379
517 481 539
842 217 426
