9244 28923
6849 6747 -704
1871 1999 -178
5421 2881 -308
731 2058 -995
7323 5908 46
1595 2369 -473
3868 7793 -910
5338 1003 792
3835 2361 -444
9076 6010 -477
1056 2098 396
2242 817 -969
390 8054 842
8527 5059 -355
1325 6997 692
4776 5395 251
4832 6419 246
8281 8070 455
6355 572 -373
6042 3582 -540
6273 2433 -565
1097 8547 136
3266 6341 366
8302 8562 910
521 3812 -952
7742 5490 -928
9162 1702 281
7677 517 667
5647 3546 706
3063 6948 -158
3550 8958 -540
6105 555 -124
2296 2124 -817
4924 4049 -569
6099 4289 49
1575 5794 692
6005 13 998
6114 4390 -130
1420 3693 -978
5082 1634 -174
2139 7538 981
8748 2425 -135
2916 695 -192
6843 8208 385
5272 4615 247
7550 2623 712
2505 7292 935
9011 6643 891
2888 6753 -801
5828 874 -37
5011 6566 -540
4081 1941 340
9041 6732 -774
5591 6193 -95
816 1514 -726
819 8460 709
6573 2948 237
4763 2266 -918
2971 4492 -853
4982 6559 -718
1785 1144 -434
2900 2849 61
7565 4684 -851
5338 4354 743
2807 8335 -814
7346 5768 447
5343 6063 833
665 7597 -931
4046 5274 686
2819 5893 -332
6118 649 -34
8324 4686 -539
1041 1729 -982
2483 9059 -392
4094 9122 760
6730 79 494
8828 9232 -931
6734 1125 778
306 8489 -78
2539 6101 -400
5364 1262 62
1843 6813 387
7435 6490 630
6544 4886 -438
7200 7136 868
8726 9086 -514
5755 6115 -404
4815 3040 -40
5989 1477 -30
6347 3064 554
1997 5804 303
5644 7881 790
788 4521 -81
859 4696 -255
6816 5648 -525
8131 2190 43
5009 6093 -89
829 2095 744
3485 4404 553
750 4272 -439
2345 5760 -624
8095 350 691
6531 729 471
844 1321 -447
7376 1763 -391
2873 1567 243
8091 4331 -930
1741 5647 -359
1248 7124 -14
6274 8670 143
6609 1974 656
5655 1239 -581
8030 4848 -961
8093 2546 948
831 310 943
852 7278 -910
6056 135 220
8334 7381 29
1822 6302 652
8490 5739 -227
7092 6036 -942
6890 537 369
3621 8038 884
1456 4739 -927
199 1813 -880
2517 5373 440
2079 350 414
7836 4793 787
2712 7586 95
1279 3316 51
7634 3759 -480
552 7133 542
2246 4084 580
4585 3269 40
1823 5777 296
2707 3331 -458
2493 5582 -331
6607 5005 56
494 1949 -262
8276 8100 -262
5607 6527 8
2700 6622 417
6781 1329 371
7320 7679 960
8567 5594 -418
9159 2154 -946
7312 4742 -81
5697 1852 -808
5907 5170 170
7909 3231 -543
2914 3906 -33
1449 4562 -876
1868 9179 910
6618 4676 -87
8726 5888 59
304 312 803
3807 2253 196
2526 1418 -298
7591 7819 -941
9148 5879 -534
1785 6954 -367
8496 962 -866
5527 2070 15
3072 7792 -460
4060 3431 880
1696 6505 721
4104 6967 30
1736 6637 -264
3226 7522 337
8679 6652 393
562 257 -918
2013 5120 716
5693 2084 877
5483 6548 146
7532 1134 57
1176 5151 641
9 7381 -194
1345 3246 -682
214 8949 337
457 7299 969
4123 1824 -219
6608 1299 -131
5698 4985 -347
2531 1923 -258
3799 2984 -349
3708 2732 -621
1045 5416 -371
9008 6270 -334
1540 6675 -418
2453 6589 447
1464 6875 994
9019 43 570
8771 7415 471
642 6019 500
4260 8274 -421
6929 6759 -114
1650 3132 -933
6882 944 610
2989 1889 -321
6532 1440 719
1693 2007 925
7459 3379 -64
8073 3790 676
5034 1815 657
3726 5327 260
803 6084 -53
1040 4562 -929
1165 1835 727
128 2060 433
2938 9182 -124
4319 2143 488
4415 7880 744
8014 4561 965
8537 4328 996
206 96 -195
3798 9196 207
5646 8726 -174
8043 3415 53
7175 1189 -434
490 1192 -107
5885 5003 536
2242 8764 542
1419 6545 290
1502 6871 -947
8503 8509 992
5294 4466 -590
5962 2654 -813
2177 7813 -858
6874 3163 315
2352 2757 105
3687 3693 -698
7201 584 -248
551 3921 68
4463 4660 -796
4718 5909 -218
3592 7012 -471
4521 1634 -671
2174 3271 907
2118 3729 -466
5463 3502 629
847 1508 -900
2899 1927 -541
1074 2780 -438
7764 6492 -235
1212 1982 -312
1920 7725 -957
2789 321 -245
4658 1010 -175
6315 2830 743
1804 1287 689
3586 1528 -367
3904 8656 -377
4046 2983 783
6572 6455 456
6170 4790 -456
7916 1825 -700
8969 5595 481
8621 2485 -558
5729 4316 719
66 8453 -798
7627 7456 590
3172 8602 137
6924 209 846
8888 2613 -919
4818 1987 -408
5454 6112 337
7313 4644 249
1955 3611 731
7899 387 327
8106 405 -175
5670 4478 -535
3737 75 -162
609 2805 669
1492 3122 -119
860 8378 639
1290 4098 -519
1294 2238 331
4848 5536 624
5103 4548 -819
5878 7469 642
8232 3051 937
622 4949 162
6106 2354 362
9214 2065 -585
6306 1593 364
2750 2276 -931
2119 7048 -90
2728 4452 186
6213 5439 -901
3469 4170 98
2202 3295 -63
3187 1580 -85
1361 2263 -427
7757 2905 -730
7178 3400 -697
4936 6580 354
1052 1234 530
3747 5609 554
4690 8184 -907
2636 4269 -137
7689 1153 -598
3329 3931 696
1213 8909 -316
1187 1144 -946
2953 2763 739
5774 1678 533
8947 350 -718
417 8922 465
6904 4242 -832
253 5304 435
4014 6745 -702
2801 3584 10
4045 1483 -112
8099 7242 147
5489 3084 -543
1226 1972 221
1089 3071 496
1528 6883 -941
5715 9213 150
5162 598 717
6982 4605 847
8916 6229 -737
4241 6664 -497
5358 7872 917
2504 6713 287
2025 1749 -23
8278 835 -22
1963 8956 23
8073 6827 623
8680 1657 579
7125 8076 863
7071 3389 -867
929 9229 -845
4850 3313 -797
6064 117 983
6329 4189 -712
5693 8992 463
681 4621 35
4363 604 177
8680 1542 953
8161 4234 -111
5111 6419 -926
4580 4813 778
2841 3620 -969
5184 7506 915
3045 1020 491
8989 7062 698
5112 7784 -642
4435 4788 -804
7354 6927 545
2205 4063 751
4874 637 484
3010 4632 -919
2837 784 -923
8480 7080 -363
3205 6449 317
2706 3945 -350
5576 2296 -987
7699 2359 -500
5313 415 404
6478 8090 -563
5568 4195 88
1542 6490 -568
3241 7642 782
908 1597 848
6230 6982 -500
8649 5564 552
7447 7817 129
6358 298 56
2446 8994 -67
2104 6128 738
3915 113 540
2712 660 420
5329 1133 643
6575 4321 -369
6525 4222 -525
7133 1310 573
6952 4077 723
7359 1598 86
7332 8541 105
1965 1832 592
7884 4682 471
8821 7479 182
2522 6198 -728
8681 6230 -943
9234 7598 332
1889 3901 580
4957 6352 912
3647 7461 910
8199 7378 -55
3878 9003 202
8252 3513 -400
4852 2645 -229
9038 9072 787
3282 657 -258
7056 6315 167
2358 7460 -63
4840 2846 379
7911 4578 421
4340 2557 -465
2019 3328 757
5668 8125 436
2145 6542 262
8868 7374 -459
7173 953 -782
905 7415 304
7213 4168 215
1321 383 996
8461 7898 -538
959 5703 398
8771 1301 -473
1817 4475 -405
8895 8236 171
7461 1721 34
6286 2719 204
3478 2977 -25
1418 2986 551
5392 6606 986
6080 2759 -984
2793 2198 772
6498 4330 616
4964 3260 -695
9004 746 -643
8851 9212 -110
1530 1899 959
4499 4801 -931
4223 243 636
1992 4025 54
9043 1537 951
9062 8591 -830
1356 2962 -609
2100 3535 522
8966 4217 13
815 6425 -303
3113 8082 102
508 1784 916
4764 3554 403
1595 273 468
1701 5490 -832
8672 3829 572
5788 7936 -269
7331 6115 -430
3532 7119 552
9060 3401 771
3745 2386 591
7367 6937 525
226 7850 -698
8559 3071 -581
7077 6989 483
3435 8195 701
1505 4 313
5444 4724 -583
4288 6718 545
7793 929 603
1633 6907 758
410 8452 461
5365 6655 -372
8182 8616 -440
4774 370 -376
60 2574 285
1783 6200 -449
2293 6601 650
384 3076 -678
9150 8527 -541
4655 8505 768
582 3067 -649
6858 2231 -839
3460 6833 206
7634 2350 238
856 1523 490
5140 6103 372
5986 1528 901
6898 7736 142
4654 1681 4
196 725 228
7733 8981 938
5548 988 86
3446 2050 153
1181 2700 -729
5164 8513 -881
4607 6618 997
2811 6056 -683
1389 2705 -799
8449 7747 989
4057 8464 415
8389 4150 -914
3251 5 806
7377 3310 -340
8104 2680 314
3713 5973 223
4852 1922 -311
6589 4348 241
6269 8300 -877
2110 3596 304
4648 375 -707
9029 6229 207
1242 124 956
7562 4894 801
47 4789 -837
4021 3714 -369
6460 9092 -521
1933 6157 462
107 8549 -288
2568 264 -283
1104 8340 -949
5018 2827 303
7376 3915 -979
3255 353 -679
2548 5083 -937
603 1281 770
3617 4276 724
6468 8499 -608
6050 5718 -712
5917 5647 633
7534 2639 725
3239 1275 -453
4854 693 -709
857 4551 -112
1490 6556 750
372 2014 859
4956 3151 18
2219 290 -770
4878 4780 878
4962 7258 578
8714 5721 657
8763 1065 405
1122 2330 -469
7050 292 -994
7792 3773 25
6832 2048 -677
1105 1890 -970
5936 4931 710
9027 2021 841
6964 1963 -257
1312 2630 -955
8635 3750 120
6023 402 -619
406 5153 158
3471 9235 594
3104 3611 252
3555 7749 522
2017 6220 984
1957 1864 -163
8532 942 58
2622 7856 345
1635 4269 -475
2400 1984 -529
799 8227 -175
5696 4175 -972
7135 7764 -50
5909 1790 512
8063 2880 763
1300 7195 515
7953 4700 938
6864 366 -442
6333 3795 -38
8562 7971 -476
1947 6439 -1000
5572 1680 110
646 7216 -901
4363 482 307
7379 5210 -723
6357 5360 -22
1974 4638 -935
170 8544 723
5862 6810 -65
2200 8427 365
5927 4810 743
8387 2985 151
1419 4882 -892
1078 5694 729
6711 2539 99
5414 6123 823
7848 9229 -986
1701 971 -709
5593 365 986
5180 8140 21
1169 3698 -281
3729 3215 280
6845 6822 559
5297 858 817
6354 4763 268
3857 5022 -755
4265 995 -22
3580 218 -122
2252 1062 -788
7804 7579 -75
6707 7082 17
540 2804 -841
111 7398 -238
4924 6728 -599
1650 5441 -481
879 5733 -441
3927 1279 446
7645 2546 314
1364 7163 206
2494 4253 -185
7068 3412 271
5991 8500 -530
9193 5002 -848
673 1547 247
1142 2596 649
5962 4790 605
8145 7319 677
431 6480 264
1940 10 752
1333 3076 -209
2732 1715 -332
6445 6277 974
5808 5262 351
6454 855 -92
247 4413 831
2721 6557 -323
7420 2025 66
2149 4340 -891
4971 6781 -245
6655 8303 -556
2872 2534 -603
477 8496 969
5820 3199 554
2250 2502 -683
6818 168 514
872 1858 -437
4103 7730 -698
6870 9217 -203
3797 67 -114
1380 6534 123
6569 9119 266
5966 3898 847
8166 811 -643
6882 4513 -980
5289 4684 116
4562 7785 748
9097 5011 417
5214 6776 -531
3075 6251 956
1756 2222 392
6704 3917 -846
661 7645 630
8921 5957 -100
5253 6560 193
8825 4515 375
4606 6765 -503
207 3158 84
1995 7415 966
7207 2501 -569
8245 8997 674
4096 3971 16
2087 6997 598
1156 964 587
298 919 -419
4003 2748 636
2914 5855 165
8088 2415 -723
7382 5828 828
8160 6341 -891
236 1460 49
6275 7786 -362
1220 2194 -314
4328 5697 153
1579 2431 7
8023 8656 -571
8485 6102 -166
6616 8715 945
2253 1136 743
5719 7546 933
3783 5560 -431
6282 90 -495
6374 9076 -120
5788 3531 85
723 4514 -445
7234 2517 98
1764 1987 555
7439 2299 -496
102 4979 314
1488 6291 -692
3069 4095 196
2469 1822 651
8976 6479 288
6827 3838 451
7220 720 -391
8365 856 -761
5442 6808 717
3639 3567 -856
4524 7555 795
6389 5713 -710
7957 4619 423
8797 6610 -115
4033 1757 657
7262 8437 -237
6739 5998 -600
3043 9018 819
3802 44 441
4575 4732 -689
3624 7103 173
565 4572 -251
5078 5317 -676
3315 4240 428
4998 2774 70
8871 2563 810
2349 2858 476
3851 7438 -407
8055 3810 -38
1466 1546 -767
6376 4269 -340
6685 6738 304
4758 957 -215
8122 2730 -570
4156 5052 943
6787 5756 -720
1710 1691 -967
6358 2930 472
1993 441 -2
9045 8400 -216
462 229 -845
1026 287 -420
6888 8811 569
3862 2353 -981
6369 8978 -210
1393 4593 713
1099 5123 -726
8923 8723 374
2695 1184 862
6285 1018 212
8671 1588 469
4146 7040 -414
152 2712 363
3126 5769 420
1969 5112 256
2760 4530 -140
3609 7834 -805
1634 3156 -521
6000 348 981
6043 5941 -69
6660 6904 -44
3273 5659 542
4014 8013 545
4551 5795 644
4372 8023 -30
5429 1768 194
5159 6083 -186
3642 8711 855
3526 8981 -315
1545 4623 -30
6613 6714 -993
5408 5551 601
6500 6615 -390
7312 2989 577
123 5166 -931
88 5487 -576
7411 6838 206
8495 8958 529
8091 6490 -222
665 1607 -842
7185 2936 204
1056 2538 -998
5305 8130 -996
3220 7690 176
9233 6792 -877
597 3777 616
8028 8810 -206
838 4207 26
3811 3147 -109
4205 3993 -307
4248 5632 -366
3080 2759 -545
6013 187 548
5789 2236 183
3713 3322 844
8626 2435 -973
5836 8069 -820
7407 3834 -551
9009 4486 656
5555 8547 859
2564 3673 -674
1711 6299 -297
8696 4767 280
2479 5625 -465
6586 1988 579
849 5734 -378
6102 1585 644
1346 1692 -950
2392 6559 620
7112 7796 -801
3930 7559 -497
1693 1332 810
5128 5194 -793
5419 8097 -908
2817 436 111
2583 4047 -834
4725 8601 -368
8451 7137 326
5513 1536 -309
3283 486 275
4761 6913 -979
552 8814 693
5696 6048 -217
1338 6087 110
8836 1311 -10
7532 4876 782
7999 977 -741
7161 3504 -657
8750 7932 470
3877 3118 1
8777 3658 546
5199 2738 487
4835 4056 -32
7659 2058 365
5699 5921 -149
1261 2844 -623
5788 7706 -577
6002 2554 -628
8179 1971 588
3009 3438 -866
5096 2372 -282
6429 7349 1000
1365 3997 -127
3660 7268 -271
6204 2340 -52
5698 8614 542
3193 742 980
2861 491 38
1879 230 486
1993 2685 575
6467 1359 884
7370 1689 -693
5489 5844 381
2722 6827 -882
7296 4922 -905
7885 1909 116
769 3189 448
1909 5742 -598
1978 1162 506
3976 2373 -100
5317 5048 427
1200 2058 -403
266 8693 132
6054 8444 462
3247 1351 -157
6168 8312 -778
4465 6322 530
4066 2890 -437
364 3180 -647
5010 3321 395
1305 4334 -898
1730 6024 338
2041 3628 -981
4282 7823 443
8361 8119 443
6774 4529 634
2960 7865 144
3837 1426 354
391 6472 -432
3757 3537 -673
614 6410 175
2531 8668 272
2918 8649 920
4725 615 231
1663 2792 801
4097 2472 214
1005 5861 370
6019 1795 19
6685 8944 39
6190 2821 929
2779 2699 -518
687 1267 770
7514 3011 -86
2383 1833 650
8886 1762 -372
3355 7885 275
1254 3903 -249
7493 8161 -438
1004 8718 -883
4475 6729 -235
8824 1693 -170
1253 7871 823
7304 3484 746
2014 8206 -618
2346 2859 651
7576 5400 107
4464 6 128
6116 7783 70
6010 8671 -312
1751 1120 -147
6377 7208 -133
7957 2190 825
2577 9178 118
2797 1449 159
159 8845 -861
2641 34 103
4639 8185 733
678 8267 372
4038 4270 633
7068 2542 -864
2783 4814 -363
2094 7296 -982
2898 6931 505
3522 2767 265
5772 187 -934
980 2269 243
7602 2045 632
8633 2425 841
3298 3882 580
5172 6259 -569
8608 5788 -650
1104 3158 -58
3429 1588 -863
8384 4484 -6
3661 699 -36
903 3010 205
989 8973 280
6029 4672 -508
6111 1139 -2
5291 1927 -803
967 7950 -868
3580 6691 -732
2520 1740 -119
262 5953 840
8245 6992 -417
3822 736 580
9052 6093 -511
833 3664 -4
5724 7965 -357
5313 3576 -80
6909 4050 -443
2164 6623 -372
145 3175 928
3223 526 -701
5882 7764 386
3377 600 -974
3679 7851 -602
9203 2121 707
3921 5321 99
5209 6575 -182
7437 8339 755
4729 4996 -938
5611 1139 -991
1291 2093 19
8894 3490 -415
7705 2121 -696
5985 16 -342
5906 1008 -950
2150 4768 326
8198 2966 -291
7955 3285 8
4622 7238 746
8807 427 -741
4408 6927 -19
933 7882 -207
1204 6167 937
3170 6496 591
8853 6932 37
418 1408 -299
480 4581 451
8166 2206 -59
5157 3949 -357
9221 8676 478
7874 666 -994
8773 3851 -600
3545 4019 414
4019 4472 -503
6951 471 -626
960 6228 -763
512 3052 111
1614 697 -928
2307 7236 -315
6552 9024 617
3188 3941 535
8293 3663 -298
2651 4474 -538
1372 3388 -665
5116 5163 -245
6111 3338 603
8507 2537 -980
4337 9196 -315
6912 3458 -849
1913 3267 596
5214 2460 -549
7706 5363 -780
5192 3720 -14
3811 2419 -824
7021 4000 408
8004 7827 260
5786 7631 -648
3688 7176 333
4039 3173 382
7858 7803 979
6493 7546 442
7645 7550 858
1099 5109 906
6550 2270 587
5926 9204 -661
8167 5197 251
7688 4641 627
5195 8445 121
8550 1867 399
8702 3228 657
5286 1733 -588
9183 861 -411
4226 193 958
510 2632 -834
5186 6535 -519
6238 57 -630
2377 1245 -893
6340 8558 470
1129 4803 -622
3776 6791 556
7912 7535 249
2197 5337 945
7825 9004 128
7957 7809 40
8418 3003 378
7932 8655 775
6193 3984 288
7607 3053 839
8723 2241 473
8926 97 998
6242 9195 399
1114 1846 397
6281 5507 885
757 5450 -539
6404 1940 511
3786 1355 306
5918 482 -77
5196 7357 -534
8928 2543 -537
4117 7857 428
162 6650 652
1242 8251 81
8775 9029 -424
270 6543 -111
4757 6639 171
3989 6838 -671
2283 8553 -281
3992 5639 -702
7613 4216 996
79 5624 -789
1364 3660 -161
3547 963 -309
8879 7133 809
4960 2806 977
7886 115 -927
4871 9224 796
5708 2917 921
5853 6071 751
2412 5028 -840
1020 5002 -929
2979 6350 509
5492 6794 -618
3390 3830 -908
2705 841 -377
6593 8095 773
4714 7631 -346
1923 2516 425
7357 2887 -528
696 3005 51
3019 6915 -572
5035 979 -469
4312 27 803
4880 4238 992
3722 4980 -10
6098 1605 -960
270 5558 659
1430 6661 -373
7141 6101 635
572 2369 -653
7560 854 275
4583 1268 394
6068 1192 248
2306 1122 554
2807 5683 -699
4162 4963 -917
4434 4706 -905
2342 1209 609
7011 5146 -299
5240 1711 -8
4158 7894 366
4077 4192 -229
103 8973 -869
1673 4387 100
2712 5634 216
8911 6026 436
8104 3031 110
1195 8638 -592
160 3948 557
4712 3528 -490
7576 5980 -285
2695 5850 73
7898 2244 -893
6005 1330 -339
3315 8896 410
7672 1096 -79
4193 2881 164
3011 3003 -19
3318 1283 -183
5954 4378 46
8121 1525 993
9130 27 455
8934 4606 858
7733 473 49
1080 1571 -648
5286 8630 451
5354 3357 -299
3485 4567 222
9109 3296 465
5723 7283 23
3795 7276 -722
2012 7989 -159
876 2708 985
6138 3763 417
2125 5941 10
9231 8087 -71
1227 3433 614
6802 1665 732
5732 2879 225
1847 4990 -540
7670 8586 -765
1079 1549 163
7883 8362 243
2523 6788 95
8426 3898 182
758 5312 919
9110 913 -103
7203 7285 -455
6254 1627 -108
508 568 626
813 2529 893
7888 8391 -355
320 2286 -716
9061 8514 620
686 7867 -707
2547 7648 -455
288 6194 -505
8658 6366 864
170 3249 907
4028 6848 -977
5743 2380 -454
7815 1870 -859
7878 5348 924
532 4376 -771
2947 2236 -648
8915 6647 -854
5184 4980 -417
7130 7077 400
8209 4753 684
3904 3244 -599
3498 8434 -450
131 2867 -257
4911 6653 -595
2986 3751 15
7218 787 638
4716 8266 -652
2728 2508 -913
3869 7808 -239
5461 4030 676
3551 5279 -591
7016 6480 801
261 2851 73
6396 9189 769
6414 1623 -162
6652 8525 -890
7776 2441 125
2356 4493 988
2648 614 -641
6861 9147 88
3081 8794 72
327 1055 579
2182 4045 -945
2174 3913 -170
8460 3407 927
8262 5896 917
6843 2879 -513
3482 156 31
2313 8930 46
7521 5151 -825
8854 3994 -970
1829 5615 866
3526 3215 706
3690 4178 692
5082 6319 679
2425 3998 -703
6784 5851 742
161 6927 260
1720 76 538
4495 7498 198
4842 2785 283
2747 7226 393
4312 3351 -776
5050 3450 542
3346 6465 -583
8772 8725 -290
9104 1139 -432
5359 4601 -48
5941 2426 -712
8846 5666 -614
1174 8702 -92
4988 9060 610
1282 9052 -421
1657 2609 -642
2083 400 166
7436 7140 -793
8108 2055 925
7285 3825 363
5036 4186 646
8488 5376 20
7180 747 -71
6691 7165 -150
2909 7157 -257
3362 9101 -750
873 5290 -915
9051 1639 129
2839 926 -211
693 7159 461
6329 5762 622
3225 8663 -907
8399 1934 759
1873 566 -203
8574 163 -347
8364 3293 -93
8220 6295 -53
1699 7608 968
2005 3196 -344
2491 5649 -296
2019 4921 154
5906 3645 87
6614 6454 600
5830 614 211
3156 9080 832
3602 3490 -970
5775 3353 -308
5192 2389 -137
9159 2092 -655
1750 1252 341
8079 4014 823
1559 2226 320
4241 4618 732
5082 1732 777
5133 6100 740
49 2518 628
1053 2246 320
1116 5388 -674
2942 5937 854
2712 1805 -772
752 905 -569
3330 1710 -175
3211 9244 -416
3368 9119 153
7372 5364 859
6679 4891 205
5750 4915 -337
5055 1534 695
5871 9021 -612
920 2564 527
2915 4498 -812
4468 7587 -866
5669 4440 -896
4352 4184 -845
4347 7248 -725
6176 7202 -30
154 2338 911
8982 1684 487
5804 1987 367
3025 503 -369
2190 6920 -631
2840 276 -906
476 7353 840
2821 2124 -325
5811 1870 229
6577 838 542
2809 6308 418
484 6411 472
3032 6293 -810
7335 5625 -814
3550 8231 852
7464 7141 -249
6583 2468 -299
3353 6811 347
5075 535 -316
4544 502 -107
3427 5995 -364
1816 6694 -162
1577 7089 548
680 3135 -156
5518 7582 899
6782 3125 191
6697 278 977
3415 4598 197
180 5202 112
6175 7473 42
8155 3789 883
2885 2514 507
3456 3750 600
8376 9078 -907
6984 6768 144
6906 663 926
1035 6359 897
2177 4269 483
7113 3457 993
7976 1071 125
4277 2088 -876
5687 3405 -338
2931 1221 423
8956 6309 -752
5701 4330 648
2295 7301 -935
5684 9132 420
4146 7520 -359
8555 3287 -742
2072 8629 852
3607 2318 709
152 749 -333
3604 2112 -591
7168 5464 -113
1285 5430 495
8294 3528 23
6298 3422 10
8537 6336 -81
2918 716 837
14 4977 629
5017 3620 -137
8347 1270 -9
745 5791 -151
1543 8884 -177
990 2586 427
8614 6365 919
473 1888 230
7460 6647 -87
8922 7583 577
6520 9108 -829
2923 6832 -53
41 7125 -83
1978 5317 724
8233 5072 -11
1242 5781 234
3211 1164 347
3552 7179 672
569 3022 -529
7362 2618 122
9191 2490 629
8169 4206 278
7465 8672 637
5742 8175 103
3575 2491 120
4371 198 245
7694 891 64
8150 8357 275
4395 7498 -167
7169 1815 -638
8766 4158 167
2000 6861 -81
3725 8025 940
2042 6617 814
4822 705 -926
3849 5522 -289
2899 8317 -279
2498 4549 131
577 7200 268
2230 9207 -88
81 7705 -232
3723 9243 369
3273 4461 -761
702 9033 -941
236 5368 517
613 6334 910
2491 6207 -923
3056 9234 566
3748 7046 -687
9005 2888 514
702 3546 460
5852 6225 -404
9026 7731 -606
8550 498 491
5368 4423 605
2021 7542 -497
7902 2002 820
814 1836 466
8655 6693 -429
9228 8162 225
5050 6985 468
714 5419 -210
4003 4987 -311
3350 3796 138
5513 5880 -124
6108 7294 20
6111 9162 -286
9198 8484 -797
5863 386 981
602 4632 -481
1164 6744 -480
4346 3513 -636
3248 6170 367
3017 5183 -457
2405 7871 436
4764 6949 152
4056 7354 140
6209 3787 -685
4986 7162 -959
7916 1669 -953
4940 2322 191
855 6577 -504
841 4010 274
6219 6494 -813
3619 8401 -996
2499 709 -727
5432 7846 -524
5764 1691 -392
4101 5726 101
2766 8666 512
5457 1122 -803
3324 7347 -737
473 8218 638
4940 7855 -305
5129 244 -942
3712 6925 957
4806 6827 -703
4847 7729 830
2028 5 42
7818 5188 902
2056 9165 115
4288 5172 998
4603 4730 -493
4794 1103 -764
282 955 422
938 5134 26
4467 2383 950
4041 1543 -742
7895 8455 -358
4680 8839 820
