20
835 957
709 338 -336
321 716 173
77 512 -640
616 702 880
412 242 -578
772 247 -648
28 86 -857
394 472 -379
94 605 -335
614 784 740
459 599 -234
458 612 803
151 335 -458
319 380 550
661 674 -563
649 80 611
719 704 547
654 212 154
787 274 788
439 252 -787
506 530 -552
44 259 -612
440 362 336
679 446 -804
709 535 787
641 740 -147
630 199 829
804 794 -411
655 758 217
233 718 593
728 649 808
649 727 220
125 452 -540
59 596 -928
717 67 794
441 203 -162
18 716 382
737 366 -446
527 6 -151
473 624 -734
571 28 -511
437 416 -630
81 735 408
46 459 51
445 169 855
251 40 -73
153 606 827
720 295 994
488 726 502
524 323 -588
675 219 358
596 787 -707
438 185 -592
734 55 276
771 192 129
822 672 440
618 599 479
405 92 -980
400 145 -436
100 396 940
126 765 -850
735 351 -2
408 217 384
404 143 172
796 50 -920
28 473 -456
113 274 521
212 411 -266
115 455 -742
750 50 601
150 44 840
639 343 26
737 713 -621
255 820 -210
167 609 -226
384 817 689
808 356 -366
757 414 133
591 352 102
59 286 15
585 778 268
454 566 634
461 45 11
528 647 758
581 496 -263
382 341 368
759 757 -749
489 379 -385
648 409 -870
5 197 297
113 150 -936
429 831 -300
752 207 -876
351 113 -627
283 621 397
96 654 141
778 793 963
123 264 910
371 300 969
588 659 -590
580 480 250
87 77 629
370 179 500
412 537 571
319 337 200
678 592 -941
122 291 -972
274 22 -720
78 297 -769
535 723 145
634 264 -969
784 764 -14
56 257 941
351 553 -551
45 167 832
469 454 -658
550 1 -357
124 457 636
368 578 918
808 377 314
260 372 660
747 28 870
345 148 -879
200 816 -31
582 430 -440
764 25 748
602 229 518
421 806 194
793 347 -386
623 680 -910
738 461 -798
157 456 -569
684 827 649
635 211 -252
262 773 -43
720 743 188
527 788 -841
526 535 10
563 215 761
767 390 218
809 225 186
798 677 -261
151 589 -398
831 353 -623
740 570 -838
477 120 -379
486 231 -330
368 279 591
679 319 -71
464 13 711
420 543 990
769 687 -927
535 777 -195
471 157 -413
541 365 383
193 229 -714
690 264 312
361 350 -578
722 793 296
142 63 928
493 82 -539
112 328 -443
388 818 964
796 444 530
333 366 580
170 292 -870
528 589 -211
334 306 63
358 456 -124
672 63 346
304 92 -999
83 43 339
431 469 -578
357 415 -317
781 369 -993
653 168 703
296 113 832
453 470 -681
576 606 -453
388 222 -468
608 254 69
8 58 -600
529 235 -640
347 500 -120
315 695 -289
177 221 -107
623 15 -498
115 578 47
46 31 -722
270 682 -313
295 336 -677
585 302 -462
591 199 -60
620 548 -693
124 761 -937
94 497 622
401 115 -390
694 577 314
609 709 -616
571 78 -843
236 703 536
364 139 -392
310 408 -342
783 508 188
97 528 -359
145 253 -73
406 51 278
807 117 894
609 286 533
102 832 -703
587 439 736
792 182 -308
87 348 -352
259 247 937
186 350 854
733 277 552
513 127 897
672 761 -112
536 103 -381
360 593 -548
199 315 -298
490 756 -647
312 772 -930
72 367 74
561 530 -214
268 4 141
52 508 679
574 16 -666
639 146 -205
444 681 135
397 823 221
735 400 437
375 52 -432
791 539 94
604 21 -427
594 411 -833
311 344 -213
97 643 436
719 561 160
141 118 -882
473 524 -605
34 343 -996
81 678 991
226 832 507
494 553 487
161 358 680
696 226 -984
356 169 761
113 139 19
531 52 -419
72 522 -168
427 12 -297
811 201 -695
223 116 765
479 649 697
672 172 -44
385 735 84
244 252 596
824 709 -208
167 357 -442
427 707 838
453 769 248
489 396 -998
167 500 -845
209 746 25
576 255 609
241 143 -554
101 370 -73
20 61 398
7 761 325
24 807 118
323 737 -5
397 326 -877
467 445 537
159 338 -884
490 789 -905
77 545 131
765 624 -725
800 476 176
349 236 760
685 659 -262
370 662 -497
92 410 579
374 747 397
600 411 840
108 596 -146
462 209 -498
684 553 733
630 709 -280
175 255 932
327 394 193
434 246 185
204 588 26
105 731 169
594 250 -149
656 760 -96
277 681 -87
747 622 644
195 220 -461
243 262 -573
385 753 -712
8 798 -839
79 68 -734
662 148 -157
696 798 830
794 597 -696
535 733 222
308 386 -403
205 188 820
86 550 185
359 486 968
302 679 -124
341 306 -797
241 826 686
584 833 -363
46 721 865
164 643 528
69 517 -527
79 133 20
281 402 873
813 405 892
515 711 -775
617 444 -481
14 634 -410
670 531 808
527 486 445
744 623 983
833 696 -268
122 638 -281
562 288 -183
770 25 -228
654 738 -593
121 489 174
573 433 -610
512 665 404
162 396 -130
449 408 -540
29 331 782
636 490 -777
102 571 457
39 38 713
530 596 35
150 46 76
686 430 -947
674 257 -589
32 97 28
321 76 461
559 80 566
504 429 444
560 77 -662
298 629 -522
178 667 990
229 364 980
246 518 451
732 564 -676
124 227 -168
763 794 -213
640 15 -456
571 789 626
468 791 -27
619 5 318
493 361 553
709 197 450
214 145 -809
87 441 337
804 256 -147
748 228 -621
479 478 230
296 176 -996
502 81 -960
278 649 73
790 771 -809
391 202 863
714 608 565
440 119 696
13 436 879
74 432 313
106 677 -648
601 769 362
761 583 320
597 323 -475
714 699 652
69 448 -611
339 456 -278
712 821 -770
736 811 882
341 209 395
423 376 913
581 747 629
696 639 245
21 827 -220
704 151 16
299 580 -758
335 215 62
785 395 233
94 815 -131
688 233 230
560 597 -814
26 236 -365
412 27 -23
337 274 382
542 586 -493
800 814 -951
9 67 820
243 313 830
341 795 -102
652 559 -195
819 632 -603
477 781 803
526 792 905
803 553 -752
498 637 -553
240 67 -522
160 244 -712
204 284 489
134 387 361
464 516 484
572 124 -263
228 110 258
445 157 479
764 26 784
15 493 -780
275 379 -872
789 597 -734
86 331 -949
567 549 863
713 130 -224
678 641 -869
441 485 -513
672 60 -478
283 517 -605
769 361 293
766 371 -756
245 749 192
387 250 99
44 707 -929
525 832 -154
253 533 -193
490 508 -296
623 585 -33
282 831 -973
725 160 260
679 734 923
504 376 80
441 793 -248
106 145 -246
127 436 67
751 349 294
189 401 -410
404 436 333
545 294 -933
200 367 720
403 732 160
589 49 273
176 577 -863
833 614 -847
658 322 936
408 443 956
245 825 745
26 684 -414
581 561 -923
357 312 68
132 731 827
510 15 -944
154 549 -456
306 417 -928
786 268 -775
292 254 -417
356 561 -992
705 754 -655
77 607 -724
244 239 -187
83 820 250
14 220 -751
248 516 393
74 802 75
737 109 902
813 147 -691
729 610 957
425 757 337
753 637 -89
207 81 -471
197 414 523
380 104 -885
19 39 -50
49 93 -969
812 259 -676
45 660 -995
212 376 629
2 432 609
556 187 -865
177 504 346
631 811 138
609 178 833
731 379 982
395 605 -778
139 546 950
666 130 -519
247 771 -174
432 224 -294
696 676 839
250 214 -675
562 662 -248
315 89 -379
797 384 282
379 500 749
553 464 -69
72 528 -241
445 91 -133
319 360 74
641 570 628
687 404 533
283 358 844
820 660 545
508 316 127
65 442 -942
798 741 578
594 468 421
485 102 -402
701 9 -592
46 417 673
777 650 -286
542 213 413
33 27 -739
282 533 -549
729 465 198
540 353 -385
267 613 -15
184 641 -799
702 227 191
113 364 118
413 700 889
768 537 -494
353 317 -372
381 436 -476
27 656 -624
107 282 746
392 619 -367
160 774 -519
199 126 160
536 46 237
479 168 128
18 529 -387
693 277 -898
205 378 -830
208 457 493
378 267 344
783 691 -393
330 571 -654
47 739 257
786 232 633
554 708 -981
114 644 200
160 105 -887
374 512 -930
76 228 153
672 285 946
727 716 -625
373 324 393
252 512 -718
475 781 -301
559 551 -506
646 405 -101
131 236 -577
236 783 -792
652 84 559
582 508 19
649 727 -114
446 833 54
103 595 383
70 409 864
550 202 -977
226 251 273
473 523 -229
65 90 881
229 248 -163
370 65 -450
103 61 149
46 486 477
71 647 -692
21 274 -745
253 195 -279
741 393 624
216 194 -262
359 523 -36
523 477 -792
427 590 -31
639 84 764
815 738 332
543 669 -218
425 247 -965
686 619 469
686 784 -507
512 182 -106
274 522 617
226 684 574
385 523 -136
654 392 -618
543 255 -717
7 321 147
348 488 -626
387 468 959
191 242 -226
655 667 -193
57 505 -314
461 153 -704
362 261 -840
588 818 -820
652 47 -94
134 372 -96
623 347 -833
631 658 -972
347 581 -719
723 595 25
396 380 324
550 402 405
542 310 -509
347 102 533
452 670 -774
285 679 -627
8 381 -499
426 81 -814
19 584 911
418 346 -442
354 304 -655
64 768 585
517 610 924
293 725 -662
602 242 151
100 704 -636
322 168 907
466 738 -537
90 280 -965
173 526 -965
716 757 -744
584 167 -47
736 489 830
448 693 415
780 99 -731
797 181 637
767 557 -219
219 791 756
167 540 -160
735 693 209
554 809 -997
593 3 431
344 342 606
67 565 -105
211 232 -555
292 228 740
772 323 -849
630 437 -423
417 190 970
159 377 -377
161 7 305
426 606 335
799 828 439
371 294 816
331 672 924
45 810 655
592 729 -462
605 228 643
570 527 -299
555 715 517
471 71 -679
106 383 495
256 282 -555
185 6 -376
230 534 872
539 381 -695
32 418 -392
149 692 26
215 684 -979
100 24 -401
587 299 -108
282 751 -837
796 382 987
188 410 -685
203 604 140
716 419 259
220 222 -568
96 230 -483
385 520 142
638 722 261
702 304 848
456 564 -985
742 258 620
129 611 807
277 238 -34
140 10 781
683 18 389
476 506 -664
14 556 -7
575 182 -791
505 433 339
792 662 236
23 70 -940
759 235 -959
108 632 985
368 477 629
771 333 -909
270 125 -678
704 162 -154
124 223 -233
239 266 -259
601 634 -590
342 164 578
766 401 -449
149 551 -419
58 273 70
362 101 -619
24 822 896
469 125 3
130 350 -866
289 695 -493
814 162 -748
746 605 -164
738 814 210
148 341 948
248 608 -678
130 215 625
702 342 -698
54 620 -209
796 301 -72
315 691 118
517 330 922
343 521 -850
220 487 776
597 271 57
545 347 299
703 765 -373
525 371 72
550 42 -907
421 482 -123
7 67 757
340 742 844
326 385 -770
513 586 -235
925 864
698 792 911
398 339 258
909 854 543
509 164 306
14 549 735
404 4 -726
333 394 -166
305 374 -924
820 264 -730
63 880 -832
684 758 59
276 343 -814
391 492 -321
898 845 525
647 568 -39
687 643 487
556 897 -471
65 258 613
919 552 397
472 753 -112
438 179 -297
139 129 -711
342 187 757
866 308 549
17 759 -286
262 362 590
390 358 483
461 822 -722
59 439 118
34 341 -995
114 722 -98
441 319 311
873 810 -432
652 291 -511
214 158 744
597 389 -607
824 85 291
661 203 325
27 724 473
737 775 -72
877 719 69
876 23 -277
484 774 -354
835 305 -775
138 687 -774
455 411 -158
792 122 -980
655 14 -407
530 763 -644
786 642 302
128 412 737
358 12 661
910 539 -17
541 835 -25
887 752 -458
276 434 -806
863 431 -257
693 678 -396
369 277 -272
912 295 775
778 164 -145
8 445 -551
794 643 -824
496 743 925
25 776 -336
427 393 752
599 468 821
336 569 -732
607 821 -828
501 814 759
621 620 667
643 252 -286
682 469 967
5 281 -226
382 655 -662
338 44 606
316 505 -622
583 99 864
519 382 -512
769 435 -48
89 857 -377
912 162 442
527 292 890
123 796 -411
742 708 790
389 234 330
27 348 655
415 258 671
199 247 358
96 113 -140
204 269 876
795 724 -817
301 392 561
207 31 -545
695 49 -39
288 737 -465
426 177 760
259 387 192
634 272 957
53 9 -458
691 907 -293
260 322 -517
468 13 -292
129 647 497
729 720 530
736 409 -546
139 560 322
29 169 -764
403 343 -339
664 681 -434
580 548 -174
608 522 -840
455 122 -520
415 269 884
551 743 -189
440 224 625
835 287 626
604 417 -799
114 406 -765
598 577 138
178 312 363
443 523 413
808 142 804
726 27 468
142 374 -804
144 677 577
735 367 237
572 93 -37
517 51 4
282 149 177
621 190 -838
549 434 460
207 552 19
916 484 -151
440 106 -60
798 297 94
853 881 366
359 775 -743
484 597 517
214 652 556
249 31 849
203 849 838
793 520 617
266 39 -252
678 131 -12
848 316 754
506 75 488
517 383 444
185 90 -657
452 250 -765
312 178 500
195 241 167
439 36 871
687 454 -512
644 246 670
816 247 432
348 499 779
402 413 558
39 334 -751
894 868 36
723 421 555
690 327 -562
506 743 -872
19 412 728
704 610 960
822 34 937
548 776 830
804 235 -62
170 881 -567
304 247 5
223 117 79
365 482 432
626 213 -101
254 736 -609
466 104 -336
788 441 -722
190 172 20
439 391 638
650 270 459
215 781 -922
319 462 -331
173 449 -951
326 724 902
731 128 -22
653 5 606
292 909 -314
771 708 592
137 154 569
47 144 -580
108 649 354
68 606 -645
85 599 416
40 85 -982
231 664 -127
228 312 375
257 472 15
523 172 -147
738 361 -40
828 303 321
701 449 631
849 789 348
498 566 -212
355 752 516
261 800 993
604 619 533
595 182 -515
691 827 -354
275 183 832
55 116 283
784 902 2
535 380 322
659 227 -664
367 35 -667
750 98 936
239 269 907
794 563 936
358 298 502
304 505 605
627 643 920
258 264 -683
347 832 -529
50 123 263
367 504 -253
515 63 -37
520 840 787
537 797 -163
533 249 546
149 435 -369
379 32 -965
659 1 85
378 592 -371
744 360 -584
162 769 19
199 680 320
801 559 -786
583 634 836
907 909 -73
376 380 579
476 283 -609
491 310 448
619 698 -207
921 633 -650
205 341 -428
811 664 -7
730 727 800
811 381 532
367 183 637
519 460 298
416 434 456
609 203 -297
67 88 -489
677 176 523
919 754 -923
303 575 139
846 44 932
101 417 -734
841 10 -50
481 651 -400
732 832 -526
400 549 -952
291 865 258
221 155 -623
813 178 -971
594 757 314
343 812 775
145 686 -950
593 160 -554
675 51 -638
13 426 597
186 567 -465
370 512 633
171 536 69
817 432 216
767 846 -971
628 84 385
207 736 168
350 270 -985
704 613 -705
297 274 582
53 553 162
150 533 88
225 498 -763
512 594 -864
400 921 -198
841 605 769
707 866 817
319 590 -576
425 631 28
561 257 -15
278 742 47
494 347 -815
335 690 -328
691 788 913
134 82 -485
569 757 364
642 662 -785
430 555 965
659 103 -708
662 406 -667
30 748 817
146 438 572
733 40 -716
593 184 496
364 803 -659
322 432 156
198 451 824
797 511 516
524 452 -985
872 696 -244
125 666 590
582 192 -90
578 327 -226
625 27 379
160 192 558
469 830 -611
865 705 -303
116 94 82
787 369 182
566 96 -713
897 493 -284
778 823 64
914 93 309
134 688 341
142 354 -661
216 445 318
453 439 -49
136 792 -544
17 371 -622
532 135 7
725 343 -322
773 394 365
717 335 -473
154 735 883
464 619 255
305 117 -32
675 470 -455
338 746 -35
608 873 -964
609 431 315
451 401 528
208 649 -554
340 590 930
305 165 136
871 486 182
886 472 825
670 477 135
282 637 826
217 273 276
88 799 -719
68 43 -349
783 285 874
274 29 -581
711 407 -585
321 877 -567
1 686 414
424 859 162
149 214 687
860 857 -702
753 150 -937
777 923 750
648 304 127
38 80 391
829 99 -617
259 464 737
723 222 -847
797 861 -457
591 161 -31
780 911 171
701 546 -469
273 511 -643
641 138 -605
300 380 -255
873 81 -215
413 907 -15
671 191 320
419 536 838
302 119 -399
412 421 865
124 36 -717
160 497 -219
293 42 -695
828 480 -984
42 680 -532
458 297 -778
379 157 488
867 853 -207
611 642 -644
675 286 29
215 876 463
97 740 108
272 65 -831
41 574 401
493 238 910
355 494 -490
648 592 -631
617 566 -302
699 644 -649
554 160 711
603 103 -890
784 907 -73
684 186 -342
616 451 -652
499 778 350
413 850 478
796 838 720
464 884 108
204 644 -631
834 38 -259
725 97 -499
806 590 962
563 159 -528
449 493 641
804 591 -895
895 23 1000
687 461 521
754 882 686
270 409 -215
714 903 282
790 196 446
265 910 -511
633 722 -613
175 267 -599
758 428 -172
99 598 174
369 562 748
799 573 796
659 677 594
93 771 69
43 542 -950
825 392 313
277 226 -4
847 601 -44
838 798 133
914 324 228
524 377 -461
298 155 694
201 438 115
250 92 -313
665 31 823
856 199 -443
536 246 -54
754 216 -621
106 367 -452
371 9 994
669 820 -631
266 901 88
737 381 -262
620 53 -146
175 817 -434
711 556 -855
786 423 269
125 786 -240
250 198 446
335 331 -429
574 143 -54
643 771 -762
15 898 360
544 228 759
495 877 -76
447 97 400
264 598 -40
420 315 -486
828 320 969
633 120 320
400 609 776
824 54 826
374 258 57
590 707 -747
863 82 -758
467 454 375
434 868 -440
641 405 610
228 280 -492
54 153 31
642 924 600
462 609 -291
189 439 -14
493 901 837
702 120 -166
558 400 315
895 98 -352
560 201 -385
175 395 431
147 575 -604
339 807 -293
493 466 -593
307 893 915
530 322 -928
335 681 89
425 679 -237
698 665 162
333 622 259
246 69 -881
619 544 512
626 760 997
844 870 370
819 652 -85
468 111 -336
34 86 -632
918 105 -406
536 688 -790
540 393 -394
361 651 808
599 10 40
258 364 708
873 909 -255
746 268 -970
851 499 503
474 675 -826
924 505 -540
239 16 -182
899 304 -637
237 645 35
807 575 624
629 811 244
872 678 -733
291 393 -6
629 739 359
907 571 179
194 567 -399
754 274 -309
887 159 84
295 116 386
252 924 334
719 228 -705
335 129 5
241 512 -25
489 274 2
650 901 578
230 422 -276
91 171 95
378 824 -948
384 516 -282
513 903 -82
804 410 -881
691 635 -965
500 499 924
559 262 195
738 162 -968
665 352 -211
260 878 -865
76 48 667
619 696 -135
897 862 -626
234 224 388
415 497 -181
754 302 208
248 5 -772
315 351 718
781 187 -207
883 25 190
472 706 -881
106 741 942
597 467 768
231 877 -279
117 360 23
135 51 674
664 334 779
195 220 -759
343 386 620
467 606 391
864 750 571
228 458 36
919 857 -389
104 126 137
649 345 -418
369 720 899
903 422 -439
139 513 -808
290 686 281
553 612 -693
22 117 -214
397 92 562
172 516 258
126 54 -868
211 240 998
46 582 878
156 917 88
589 251 -87
644 305 613
173 429 -2
730 860 -412
517 819 307
714 328 -468
865 280 377
571 793 130
110 551 -467
725 24 425
214 826 723
266 159 411
59 538 234
507 232 -753
85 853 -617
5 454 941
591 87 -315
881 665 -221
732 813 -647
225 1 14
585 56 831
41 624 -575
878 586 221
105 418 -914
407 802 376
152 230 434
20 572 445
265 267 790
460 778 -500
517 856 -813
96 877 -378
831 917 673
674 600 -167
212 147 -57
532 440 -171
728 324 -900
417 245 249
166 713 768
68 751 -403
204 291 273
671 310 767
901 564 751
846 430 786
446 345 917
180 115 320
809 141 392
484 141 -292
522 440 950
679 84 -31
115 760 655
548 458 179
784 535 310
356 260 -686
783 862 -946
672 89 443
287 640 -28
554 792 -333
63 465 -430
889 296 -197
804 857 836
130 923 770
493 620 -695
827 465 375
222 169 959
594 497 -739
809 352 536
484 659 539
818 216 -740
199 574 -859
372 596 401
79 336 418
248 244 -533
41 636 202
27 431 -533
87 17 -297
573 155 90
391 693 774
505 477 -974
630 25 244
354 147 -905
322 47 -806
15 124 656
774 96 -378
770 85 353
98 97 -594
356 888 60
467 77 69
662 759 320
667 733 -999
447 544 281
786 86 126
524 134 201
572 785 315
480 257 -565
46 383 -527
762 14 -29
606 494 -914
545 475 -242
835 215 983
120 564 -209
330 68 283
870 112 -451
894 274 -396
751 330 -375
338 524 408
601 793 883
828 581 -622
276 675 651
665 422 992
653 775 108
887 729 689
204 920 -861
768 661 -541
734 498 -911
870 283 -648
528 789 771
563 118 176
908 804 650
411 506 -423
825 369 659
830 562 545
819 439 441
729 507 -652
116 774 319
788 783 -895
399 190 268
819 216 -128
158 564 286
528 912 -658
563 27 -394
465 438 48
564 866 -241
77 745 -671
826 688 -696
265 463 -159
555 316 404
401 786 -419
620 334 110
754 899 -150
650 485 178
223 925 48
32 90 -545
826 75 720
849 2 -533
160 86 -329
160 845 700
741 822 -579
918 890 77
26 712 436
55 389 503
786 182 -42
299 251 -340
626 863 754
146 460 -442
695 693 -782
887 275 -223
912 643 137
552 548 985
57 681 -216
673 634 447
665 278 607
814 385 -366
207 521 -907
114 349 311
421 674 728
95 399 826
439 763 -573
729 674 164
640 162 187
349 800 -943
886 900 -165
690 823 -112
914 148 282
181 524 -201
222 415 120
567 636 859
468 372 950
374 684 -478
502 125 -248
312 325 776
830 460 -505
484 322 910
538 887 20
68 381 -13
670 187 -134
902 232 486
793 897 -643
134 487 54
443 33 545
325 347 147
488 684 802
241 489 710
36 796 -39
360 870 62
29 848 -878
554 422 204
425 168 -384
467 812 -796
704 774 -992
526 911 759
666 424 -577
379 808 -608
214 181 144
354 856 720
266 392 -329
268 703 -285
439 146 -29
860 808 1000
770 204 120
526 596 -270
912 391 -928
77 902 -421
724 592 -894
176 106 522
918 73 112
96 605 -972
493 53 -660
841 660 378
853 342 153
427 118 -540
888 541 936
229 120 716
749 859 275
691 596 -960
56 849 -374
269 742 787
231 743 578
718 65 441
884 8 66
266 370 156
905 545 -741
670 4 -902
55 652 765
920 419 563
349 709 -799
52 747 -104
177 22 -680
706 911 783
380 661 -367
113 458 36
694 781 -38
711 550 -279
863 783 136
699 831 552
757 862 268
356 198 -358
687 92 -250
786 803 -549
613 775 977
44 450 -336
326 16 576
676 219 505
887 850 -524
400 380 721
588 847 -534
437 482 -350
122 53 -383
890 267 -21
563 392 -899
592 553 -434
88 773 -820
158 696 -650
768 531 -504
671 114 275
213 33 369
637 891 -456
668 754 223
113 315 824
159 600 528
181 55 -820
603 768 -698
467 102 558
141 189 809
666 119 244
567 249 954
220 328 -340
740 895 -130
183 430 -567
812 660 -955
267 442 389
289 227 -423
832 576 -430
122 61 -7
10 215 542
571 534 550
443 195 451
882 975
456 879 798
360 567 617
585 577 24
12 464 65
569 367 -534
138 728 -350
521 776 -356
773 695 802
77 527 -165
548 476 908
789 364 691
420 499 472
613 469 -876
726 222 -865
274 333 785
371 682 834
448 60 -133
178 587 -640
165 396 -232
839 283 -718
687 420 69
380 424 -688
150 702 -167
385 164 -305
26 335 -690
517 192 539
643 728 386
296 794 12
37 36 -281
150 373 754
377 755 821
853 63 -550
679 629 -573
669 546 567
648 836 -301
594 834 84
475 246 -997
493 166 747
550 627 -702
591 455 -697
446 521 241
235 79 -107
736 281 941
450 712 632
790 87 -436
247 563 -367
799 721 -594
380 136 967
408 346 907
102 162 215
41 140 265
841 688 -79
354 567 -28
150 481 616
278 736 -466
321 25 -789
786 865 367
430 428 246
215 723 363
723 36 -871
868 730 -683
3 648 664
673 186 -537
424 719 507
135 581 -719
578 305 390
527 252 55
441 290 532
434 659 -293
825 448 982
317 633 -391
181 80 -823
745 618 -616
119 698 115
663 881 -697
754 196 -520
319 447 806
474 149 -583
876 746 887
97 759 299
583 471 156
53 533 -931
128 653 -473
383 569 881
19 140 -835
783 666 424
425 160 671
643 844 430
235 163 -658
178 395 -175
787 748 464
246 612 775
561 653 -589
298 352 -595
375 314 784
299 180 100
401 711 267
418 701 350
567 599 -445
718 516 -428
224 694 560
657 611 -404
740 704 250
613 79 247
209 195 -224
420 457 -647
690 716 187
114 250 469
620 343 -219
31 237 920
444 139 -302
538 509 856
333 810 -877
574 118 349
61 95 35
10 786 -94
181 373 729
609 511 -955
628 590 -444
269 734 -901
64 428 899
620 52 987
498 467 411
204 83 -390
610 270 189
243 305 246
641 76 -479
822 622 861
507 252 -731
856 871 295
775 724 -629
686 787 998
325 87 -302
698 57 549
123 843 51
666 780 704
204 348 991
381 209 147
97 187 -894
408 133 -612
108 162 206
299 609 -918
355 809 785
654 858 253
447 535 -314
173 108 844
871 149 -526
696 672 837
551 550 -821
599 632 540
772 799 -911
860 476 130
433 706 -136
252 483 889
283 278 -683
798 777 -705
252 195 484
694 382 -708
409 274 -74
27 171 -356
117 185 -746
329 184 -525
834 708 153
386 781 28
790 231 719
18 486 156
770 27 -36
61 220 54
501 656 694
607 26 520
635 182 -185
195 600 -593
501 230 30
648 164 710
646 404 910
299 117 278
490 379 228
453 368 -39
523 857 978
730 503 340
130 566 66
706 430 127
333 806 976
528 354 723
9 789 -188
42 8 -599
763 668 127
529 32 835
236 365 -185
380 635 34
652 538 -811
752 458 554
882 63 -87
820 829 559
330 189 -252
579 568 514
741 592 -889
213 805 -786
120 797 -760
739 494 380
702 878 491
160 715 -539
493 46 -76
509 811 -789
676 492 76
81 770 -18
773 861 -508
6 828 542
740 323 -28
225 792 -325
689 733 483
682 731 -121
150 827 -672
229 805 150
603 378 817
174 799 404
572 220 -240
648 538 205
184 445 110
95 93 -872
530 702 -253
533 361 926
504 408 719
299 366 249
871 704 -518
241 681 257
384 388 -673
876 378 744
715 164 -389
589 169 543
190 708 -571
635 434 -35
772 582 -355
728 564 880
265 258 554
779 551 -565
717 92 -321
459 764 -508
834 347 826
671 853 826
327 596 -684
797 305 -475
332 659 -831
407 211 521
474 670 245
240 165 -916
387 615 -115
838 407 594
759 22 -736
568 650 470
789 841 155
770 4 996
582 643 796
442 722 40
548 284 373
503 106 538
485 467 105
794 390 -944
80 661 -996
731 820 520
143 263 -148
484 198 -717
591 389 -66
112 313 835
800 61 531
345 437 154
477 233 742
81 795 -617
669 549 -714
66 498 -467
66 712 840
529 541 -593
811 474 932
7 169 -269
181 511 580
387 262 715
800 794 -753
692 698 -490
345 616 296
610 321 -226
767 516 343
537 134 -111
223 563 -833
311 141 591
778 699 833
486 382 913
580 29 778
229 723 -179
500 844 -755
462 841 -853
173 657 565
604 298 906
870 584 300
84 200 181
647 4 -325
579 687 327
520 613 -85
96 211 626
286 843 323
143 85 473
854 678 -50
428 616 858
486 132 -947
171 645 -216
551 440 910
545 328 -349
834 662 -278
76 462 773
452 716 -708
514 218 -207
110 638 -309
194 360 930
733 805 732
641 341 625
33 198 -529
524 734 115
465 294 -719
768 97 -20
195 436 -298
300 317 320
386 735 -761
100 717 54
680 76 979
277 657 -500
539 95 -364
290 260 -175
